target_id,SRR7478650,SRR7478651,SRR7478652,SRR7478653,SRR7478654,SRR7478655,SRR7478656,SRR7478657,SRR7478658,SRR7478659,SRR7478660,SRR7478661,SRR7478663,SRR7478664,SRR7478665,SRR7478666,SRR7478667,SRR7478668,SRR7478669,SRR7478670,SRR7478671,SRR7478672,SRR7478673,SRR7478675,SRR7478676,SRR7478677,SRR7478678,SRR7478682,SRR7478683,SRR7500695,SRR7500696,SRR7500697,SRR7500698,SRR7500704,SRR7500705,SRR7500706,SRR7500708,SRR7500709,SRR7500710,SRR7500711,SRR7500712,SRR7500713,SRR7500714,SRR7500718,SRR7500720,SRR7500722,SRR7500724,SRR7500725,SRR7500726,SRR7500729
OIT93928,665.528,694.0260000000001,676.06,683.535,715.007,719.684,719.05,722.1519999999999,678.672,711.154,698.3580000000001,705.6519999999999,884.066,865.9639999999999,864.545,825.1030000000001,828.5980000000001,849.069,840.6060000000001,881.798,878.94,887.1519999999999,888.3560000000001,1368.05,1369.48,1314.73,2463.84,1285.46,1302.74,1293.84,1318.53,1308.23,666.4580000000001,1106.59,1125.46,666.818,674.285,679.79,713.171,693.436,682.807,664.63,1264.97,1663.44,1670.73,2411.49,2402.34,2417.07,2369.34,2400.62
OIT93929,355.99699999999996,364.94599999999997,370.98800000000006,357.353,362.069,363.661,356.54400000000004,352.80300000000005,361.085,352.56,369.167,356.875,241.648,240.25400000000002,238.541,205.408,209.30900000000003,207.48,215.733,255.438,263.883,268.494,264.324,683.7260000000001,684.187,654.7330000000001,397.77,624.09,619.1569999999999,746.795,733.672,733.216,315.718,535.486,540.518,548.494,539.188,536.0369999999999,492.61400000000003,484.944,491.64300000000003,476.874,617.211,760.43,779.431,1060.51,1068.06,1059.86,1055.98,1049.21
OIT93930,40.805,37.6594,37.4162,39.3555,46.1454,48.7792,43.5016,46.2598,37.6344,40.7602,39.6668,41.598,13.887,14.3791,9.2531,16.7498,18.8327,13.9892,12.5935,19.4535,15.5092,18.5136,17.7728,62.9141,70.3147,45.7318,0.0,60.4909,59.7812,140.626,143.251,134.143,33.4964,78.756,83.2889,28.7152,32.451,37.6999,60.8464,58.556999999999995,60.3394,55.1963,94.9859,32.8712,38.2721,52.1356,46.2238,51.036,46.29,48.3433
OIT93931,44.4374,46.6582,47.7746,41.4943,39.4703,32.2791,35.7223,41.3025,47.7334,44.3036,35.7288,41.7689,12.7899,13.5081,9.56922,6.17701,7.458060000000001,9.644730000000001,6.878239999999999,14.0318,11.5054,14.4541,17.7871,49.2003,49.5997,73.2297,0.0,39.1784,41.6289,231.391,215.951,214.635,45.5105,71.7574,72.7958,48.9479,50.7082,58.356,57.4458,58.3935,65.1584,55.1941,79.9015,40.2011,35.9676,41.5702,44.4482,40.5798,43.5902,32.9325
OIT93932,868.936,857.429,863.378,880.567,869.538,855.3660000000001,872.2689999999999,860.437,726.175,756.077,737.211,702.551,621.54,617.691,625.406,1361.07,1353.8,1351.54,1351.98,1136.0,1138.71,1131.29,1157.96,684.825,690.1089999999999,785.326,1403.8,601.242,611.498,523.297,509.259,510.897,871.5360000000001,730.22,741.893,873.2410000000001,866.437,900.132,884.903,869.8530000000001,872.308,901.092,888.502,2086.19,2086.18,3537.53,3519.08,3553.07,3516.7,3503.24
OIT93933,746.6669999999999,745.925,737.932,740.2610000000001,753.785,752.539,755.74,745.927,652.221,667.172,670.813,670.005,440.22900000000004,437.639,442.23400000000004,714.6039999999999,716.4060000000001,714.71,721.321,814.982,813.2739999999999,814.372,804.7489999999999,517.294,516.501,530.552,456.629,473.399,465.709,474.46,473.76800000000003,476.13199999999995,773.72,697.096,696.6519999999999,1173.87,1184.87,1180.97,1029.11,1023.11,1020.58,1019.42,758.248,2131.37,2140.49,2446.35,2469.29,2446.34,2407.49,2410.98
OIT93934,88.5038,86.0048,96.3016,90.3044,95.0165,85.0533,88.7514,83.5935,89.721,88.6773,87.73899999999999,85.234,140.743,153.441,146.625,173.093,179.05,186.657,186.998,174.169,167.97,173.993,171.31900000000002,329.338,318.26,375.649,0.0,343.495,339.171,321.481,316.353,316.86,237.43900000000002,331.73,320.342,112.883,110.475,109.772,104.868,101.625,105.704,114.098,537.245,509.736,496.486,468.89099999999996,476.376,469.663,487.416,474.98
OIT93935,0.0977342,0.0,0.0,0.08354439999999999,0.0,0.097991,0.0,0.09918060000000001,0.129659,0.0,0.0,0.148319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0871685,0.0,0.0,0.0,0.0861485,0.0,0.0,0.0,0.0,0.0,0.0,0.09494939999999999,1.0479399999999999,0.0,0.0767788,0.0,0.14347000000000001,0.287541,0.0,0.0,0.0,0.0,0.102372,0.0,0.0,0.0981521,0.21534899999999998,0.0,0.0,0.05738580000000001
OIT93766,463.157,457.36199999999997,438.056,448.476,452.955,457.89599999999996,453.662,442.89099999999996,484.626,477.211,473.156,473.99,182.885,162.0,160.861,111.39299999999999,106.266,111.43,112.164,124.802,124.794,138.049,131.659,123.226,124.76299999999999,116.568,0.0,177.92700000000002,174.88400000000001,392.13699999999994,373.059,393.48900000000003,199.868,324.772,318.448,291.594,295.199,267.264,291.362,282.876,280.933,277.378,313.978,182.826,172.178,133.506,137.834,137.489,131.42,135.091
OIT93748,521.261,524.494,511.288,509.77099999999996,540.529,535.314,535.807,543.914,563.62,540.8290000000001,542.509,545.938,229.65200000000002,223.908,234.546,165.487,164.22799999999998,161.955,167.315,196.91400000000002,195.32,196.627,203.15099999999998,144.179,147.856,137.572,0.0,213.695,215.65200000000002,323.278,321.903,329.05800000000005,209.025,362.30300000000005,359.142,267.126,273.311,266.127,305.869,303.11400000000003,304.465,315.27299999999997,330.441,206.40900000000002,204.49900000000002,177.343,180.449,182.11599999999999,177.692,180.666
OIT93749,54.0781,61.0504,62.1198,60.1585,61.0417,57.2397,60.278999999999996,59.3259,68.1419,67.9323,60.6762,66.1151,17.6332,18.7545,17.2749,17.4995,14.4066,12.3606,13.2227,14.3864,15.4645,12.9796,11.5245,42.9262,38.2986,46.9254,0.0,44.1553,39.4263,147.55100000000002,142.844,152.86700000000002,48.6049,82.1269,87.7865,43.2994,48.0434,44.4864,54.3745,51.1704,55.0348,53.2116,82.0435,35.512,32.3715,43.0025,43.1257,37.721,38.5305,40.1473
OIT93750,135.04,132.852,136.916,128.422,119.736,126.682,131.355,122.619,141.284,132.328,134.903,132.44899999999998,70.3864,68.8776,69.0781,51.8598,51.3533,55.5201,53.1016,60.0639,56.1956,59.0718,56.3044,87.3822,82.1849,133.061,0.0,88.00200000000001,82.9274,246.115,234.50099999999998,232.78,85.8029,140.423,138.25799999999998,80.8546,73.4612,70.4334,82.7292,71.0934,77.3397,80.2459,152.55100000000002,122.766,119.62200000000001,134.247,137.248,126.126,136.933,131.931
