geneID	SRR6286160	ERR2004671	SRR7500703	ERR2004672	ERR2004665	SRR6059989	SRR7500712	SRR6059999	ERR2004689	SRR7478668	SRR6819302	SRR7500701	SRR1525661	ERR2004695	SRR6286163	SRR5454243	SRR6059991	SRR5454226	SRR7500695	SRR7500694	SRR1525666	SRR7500699	SRR6286162	SRR1525682	SRR7500723	SRR7500697	SRR7478667	SRR5454236	SRR6059983	ERR2004680	SRR1525678	SRR7500727	ERR2004692	SRR7478650	SRR1525675	SRR7500715	ERR1735551	SRR6059988	ERR1735557	SRR7478665	SRR7478651	ERR2004664	SRR1525669	SRR7478663	SRR6059984	SRR6286159	ERR2004696	SRR7500722	SRR6059981	SRR5454225	SRR7500718	SRR7500706	SRR7478678	SRR6286161	SRR7478661	ERR2004693	SRR1525663	SRR6059978	ERR2004676	SRR1525677	ERR2004684	SRR7500711	SRR7500698	SRR7500716	SRR7478653	ERR2004700	ERR2004690	ERR1735556	SRR6059993	SRR7500702	SRR7500709	SRR7478677	SRR1525681	SRR1525667	ERR2004694	SRR7500724	ERR2004675	ERR2004699	SRR1525662	ERR2004678	SRR5454240	SRR9640973	SRR7500728	SRR7478656	SRR5454231	ERR2004688	SRR6819299	SRR1525670	SRR1525683	SRR7478670	SRR7478676	SRR1525679	SRR7478655	SRR7478681	SRR7478675	ERR2004701	ERR2004682	SRR9640967	ERR1735552	SRR6059980	SRR7478683	SRR6819300	SRR7478664	SRR1525673	SRR7500705	ERR1735553	ERR2004709	ERR2004703	ERR2004708	SRR7500713	SRR5454232	ERR1735559	SRR7478674	ERR1735554	SRR7500714	SRR1525664	SRR9640970	ERR1735550	SRR9640974	SRR7478659	SRR5454234	SRR7478680	SRR7478672	SRR6059995	SRR6059987	SRR6059976	ERR2004704	SRR6819301	SRR5454227	ERR2004707	ERR2004683	SRR7478673	ERR2004681	SRR6059977	SRR7478657	SRR7500726	SRR7500708	SRR7478685	SRR6059986	SRR5454233	SRR7478669	ERR2004710	SRR7500725	ERR2004677	ERR1735560	ERR1735549	SRR6819282	SRR6059982	SRR7500719	SRR5454239	SRR1525672	ERR2004669	SRR1525665	SRR7478654	SRR6059997	SRR1525684	SRR5454235	SRR1525676	SRR7478679	SRR6059990	SRR6819303	SRR7478671	ERR2004691	SRR9640965	SRR6059985	ERR2004706	ERR2004705	SRR7500700	SRR1525680	SRR7478660	SRR7478662	SRR9640971	ERR2004697	SRR7500710	SRR7478666	ERR2004666	SRR1525674	SRR7500721	SRR6059992	SRR5454242	SRR7500696	SRR5454244	SRR7500720	ERR2004685	ERR1735555	ERR2004667	SRR7478658	SRR7500717	SRR1525671	SRR6819296	SRR9640972	SRR9640964	SRR5454241	ERR2004679	SRR9640975	ERR2004702	ERR1735558	SRR5454230	ERR2004668	ERR2004698	SRR6819304	SRR5454245	SRR6059979	SRR6059994	ERR2004687	SRR9640966	SRR7478652	SRR7500704	SRR5454238	SRR6819295	SRR5454228	SRR1525668	ERR2004711	SRR7478682	ERR2004686	SRR7500729	SRR7478684	ERR2004674	SRR7500707
AHY39782	154.389	155.262	134.88	163.829	98.1974	70.9178	154.464	132.754	95.2258	86.7405	176.127	140.957	252.004	150.569	226.621	171.43	100.264	157.339	240.858	232.904	186.926	138.378	208.689	178.22	196.297	237.944	85.9823	168.808	91.4134	167.449	162.612	209.667	114.46	160.781	153.903	159.573	265.22	67.745	103.443	114.353	160.143	89.1812	149.119	123.833	68.1691	188.9	162.582	197.374	76.1667	169.836	244.658	143.154	214.689	211.826	180.704	144.733	197.881	103.341	57.7597	170.692	169.462	156.536	144.429	161.412	158.37	57.0339	104.132	135.59	65.756	137.054	149.27	220.609	141.612	177.355	150.499	198.955	72.7681	71.5271	218.385	164.669	172.949	155.274	212.074	162.849	138.155	82.498	173.163	230.738	175.102	98.8141	221.507	165.329	157.089	219.252	224.674	67.8113	183.899	649.403	88.6414	76.2364	198.945	171.329	116.213	176.823	132.095	125.423	162.473	173.9	167.375	154.305	153.743	183.538	219.709	95.5082	160.423	254.967	126.62	297.797	125.94	180.664	178.435	211.254	99.4232	60.0533	79.9572	76.634	174.591	120.57	150.609	173.735	172.038	103.189	168.955	87.3968	161.833	210.365	153.782	195.868	70.7687	269.017	84.035	151.439	204.786	66.5096	159.481	225.351	66.8024	111.856	244.891	128.187	185.187	143.328	185.01	160.151	134.232	160.085	213.972	153.315	222.863	95.1722	26.7887	106.517	109.018	476.718	58.448	174.62	174.135	136.82	168.336	181.126	119.824	147.772	168.57	149.442	86.0551	102.311	172.748	242.525	52.6774	179.611	236.501	189.39	249.324	162.52	108.652	106.43	173.941	154.232	230.813	122.158	131.788	407.428	167.054	183.711	146.059	160.283	175.865	161.518	108.604	112.889	55.5724	177.003	81.0325	70.9213	155.128	566.244	161.906	133.416	212.931	120.53	171.2	147.012	155.096	200.292	156.334	210.488	197.399	117.689	145.014
AHY39783	181.503	99.6282	183.723	56.2114	41.7251	1.98411	196.761	127.892	41.1733	32.0542	13.9911	67.486	189.873	92.6552	244.685	23.6349	35.1395	57.2304	227.131	225.782	156.296	69.3048	212.743	147.778	128.391	208.364	34.4462	116.479	7.30871	69.1853	141.251	135.89	56.8393	93.7148	139.152	220.073	87.0661	3.26138	38.9743	50.9145	80.8363	25.0192	129.767	45.5848	4.56466	226.659	64.7989	158.755	4.15087	14.4628	110.428	101.824	161.373	193.045	77.562	91.5482	144.414	6.48279	15.201	143.781	62.046	174.631	62.2811	244.555	87.812	19.7499	50.6847	42.2217	2.76571	176.004	113.801	141.717	113.369	137.264	79.7275	140.06	19.9413	17.26	186.07	68.9884	20.9269	52.1388	136.732	82.7957	1.48607	29.3786	8.85657	184.65	129.236	41.7373	136.381	62.5554	82.2574	149.43	116.991	29.3446	69.9326	24.0281	14.3657	5.03689	143.695	7.26177	49.6642	130.564	165.796	24.7801	62.5092	79.6855	59.4663	193.875	86.2297	147.567	146.109	7.10935	198.017	186.6	64.8457	107.172	76.1266	91.5505	129.247	141.403	30.8211	0.968617	2.1996	3.06353	71.287	5.50249	128.166	61.2113	61.9301	40.2026	74.2995	3.87001	89.5708	129.255	114.527	136.263	4.47503	22.9205	34.7319	61.6187	142.257	23.3516	143.269	94.8619	3.80537	8.21944	119.924	108.014	170.639	89.9255	198.906	89.5398	87.3576	123.041	25.6939	113.166	135.492	41.049	0.83379	34.3727	56.0127	18.956	4.15199	72.4568	83.5121	55.012	139.707	86.3018	47.6117	50.9594	61.1132	202.451	28.7083	63.0891	147.312	114.247	1.03717	38.5987	226.908	12.1568	111.293	73.1326	35.8373	50.3804	83.5819	200.473	227.722	3.62905	71.2675	81.5718	11.6426	93.7003	50.5042	80.9568	179.021	2.16141	49.4888	37.8016	3.98097	28.0903	6.53307	4.01106	74.0972	93.2046	90.491	177.746	125.585	6.141	115.896	155.26	70.7189	131.86	63.0256	119.279	130.728	45.3981	117.363
AHY39784	101.796	209.975	228.339	213.67	163.103	123.673	240.501	154.911	138.783	114.204	167.304	139.434	284.654	206.486	170.234	127.437	153.519	144.121	289.722	291.584	214.562	137.159	159.938	197.113	297.955	277.712	102.754	168.183	174.134	208.615	178.752	291.061	153.314	164.095	168.372	276.777	143.154	131.115	58.3183	188.052	176.007	128.247	168.093	189.896	141.464	142.629	207.78	292.313	136.009	138.8	393.266	251.263	274.084	133.48	190.088	192.599	207.067	196.406	75.5665	202.843	226.234	241.194	145.732	281.339	158.949	69.0276	157.905	86.2947	125.531	222.499	244.843	284.98	159.144	204.292	203.662	289.893	93.8531	89.2374	257.664	207.419	134.383	142.642	276.431	167.271	91.2201	141.77	157.801	261.803	187.976	139.56	270.66	190.51	174.922	274.546	265.817	87.7208	215.819	146.08	64.2755	130.374	266.175	160.107	193.484	190.584	238.976	87.253	218.463	206.098	224.202	242.401	125.818	142.266	278.928	64.9288	276.899	296.432	96.5217	197.015	92.2549	168.494	160.035	271.773	137.402	89.6959	136.757	117.027	208.571	116.634	149.599	224.665	215.766	142.153	212.959	178.931	174.365	294.118	250.903	271.106	123.452	253.611	105.764	189.717	295.362	83.4456	133.513	152.998	80.9366	182.856	393.431	111.486	216.978	198.172	225.831	165.906	156.414	162.622	219.993	167.434	280.095	134.439	30.8257	146.939	147.4	169.239	87.3505	230.464	199.101	138.67	187.838	179.634	189.904	146.97	213.178	239.33	111.206	153.004	190.439	394.809	77.7366	139.268	284.169	137.716	380.547	207.204	58.0134	159.763	180.391	272.078	285.259	115.684	95.6096	97.6391	135.834	202.318	145.988	203.364	134.925	116.731	152.884	139.423	57.8327	117.018	161.417	134.836	203.676	83.6521	162.979	214.95	227.426	118.289	170.06	165.775	204.079	277.061	195.302	295.437	275.985	148.491	246.686
AHY39785	108.232	138.962	196.186	147.845	106.487	55.8052	184.776	115.447	110.212	45.3791	116.706	118.085	218.393	142.529	169.956	99.4415	75.6665	78.5711	228.513	227.349	158.565	112.115	158.319	155.848	157.233	224.17	42.5321	114.961	74.9547	155.061	139.106	153.425	111.335	138.251	130.204	228.711	191.986	44.661	48.1825	83.6181	138.781	106.401	105.276	79.5558	48.0298	146.748	151.088	150.755	69.1985	94.7205	243.704	175.407	169.085	135.766	150.57	146.109	140.408	72.5637	45.4884	148.819	143.207	184.705	114.211	222.748	140.636	48.6032	108.707	68.1705	47.0475	188.725	171.956	168.546	93.1518	125.135	134.108	148.381	57.1819	52.3454	190.742	167.094	92.9798	141.841	153.032	142.441	63.8815	108.533	109.541	202.786	151.827	59.4211	160.76	123.603	142.291	166.613	165.36	50.4888	164.248	388.463	38.5462	56.6792	158.838	105.077	80.0464	141.595	187.149	57.2559	137.941	157.242	142.566	183.851	84.5135	157.008	162.535	39.4498	227.741	200.27	118.913	202.526	115.195	153.842	111.58	165.394	61.5888	31.8339	49.2414	48.518	166.508	74.9683	118.278	160.355	153.041	60.3881	159.744	83.0416	144.652	154.99	171.956	159.68	50.014	157.572	42.3309	132.37	151.561	54.9713	153.261	152.627	55.7051	78.0824	245.727	76.6436	153.902	141.706	166.183	148.563	115.92	115.764	157.822	119.294	158.506	69.9241	18.1361	57.6295	108.792	387.241	38.6344	163.061	162.644	109.649	128.434	149.223	79.4292	143.239	150.193	181.496	43.1112	107.351	146.144	251.678	31.555	109.31	218.153	94.818	247.379	139.097	46.8073	110.577	151.051	227.86	224.803	74.4039	118.156	340.812	98.6302	151.984	130.802	161.43	150.842	67.4321	105.143	93.5429	38.5329	86.5496	62.1241	55.6913	140.524	338.412	145.468	192.374	118.252	74.5035	129.501	103.15	145.748	161.715	128.401	149.256	162.717	93.4446	175.646
AHY39786	718.818	1697.86	650.809	1772.56	940.243	2205.71	276.914	1427.91	931.487	6438.92	1484.37	7855.67	640.683	1684.87	770.426	3768.2	2218.8	8443.71	779.318	746.736	437.004	7784.06	902.053	825.969	1050.09	795.643	6313.75	7649.79	3304.44	1020.83	1203.8	1040.2	998.974	2763.48	960.984	611.076	15135.6	4464.9	20130.8	4836.68	2730.1	951.645	1348.08	4843.75	3597.98	661.784	1738.44	986.51	2825.89	4411.8	775.276	289.201	1173.8	775.972	2537.55	1800.32	539.641	4675.87	3858.08	1072.03	2518.42	283.437	7914.49	599.99	2835.63	3983.82	927.5	20402.6	3533.26	685	291.865	1182.66	1328.18	1733.01	1722.39	1012.13	2941.5	2893.22	644.533	1064.78	6782.41	24069.8	1088.97	2381.13	11224.4	933.444	1545.8	597.563	494.395	5752.91	1214.88	1528.21	2376.19	1166	1172.35	3495.22	1089.29	3794.52	20390.7	2870.3	2592.94	1552.25	4765.59	1696.25	683.163	20904.7	2492.35	975.748	2517.97	270.037	7874.59	3557.04	1181.37	22980.2	572.4	404.41	20301.4	16033.1	17886.2	2578.88	10900.4	1137.95	5802.56	4463.4	3091.81	4468.51	978.382	1666.41	7150.12	2230.71	2272.93	5812.34	1070.87	2784.51	2443.69	1050.9	322.047	2595.39	4705.77	6146.42	6439.84	2603.27	1046.45	3511.7	3713.52	15431	3869.73	3257.86	824.243	10823.9	426.424	1840.02	639.336	2391.59	3383.85	658.519	4503.47	1919.48	1117.56	2232.76	6780.21	5678.81	1017.88	3755.5	3134.13	1065.14	988.292	7713.16	1395.83	2535.32	4811.56	25685.9	1691.74	272.103	6332.72	931.956	985.366	763.995	4063.99	3341.64	777.274	4576.71	724.606	2444.65	20437.3	1015.12	2567.79	657.525	331.913	1748.37	17784.1	2782.61	6096.72	994.184	24200.8	1084.29	3449.88	11722.4	952.683	2871.69	4389.17	3335.2	4091.43	3238.78	2344.22	2374.09	2707.81	646.596	9969.84	1924.45	4169.22	1164.63	2368.6	2672.02	2504.35	1054.96	2621.96	2867.2	318.675
AHY39787	148.081	1192.76	384.314	1157.38	576.889	2441.06	255.531	1318.39	575.314	2565.34	1118.01	3674.47	515.154	1201.17	215.538	2402.04	2400.1	4322.78	423.739	430.768	330.922	3694.15	236.024	742.347	642.85	421.746	2581.72	5332.85	2436.23	642.077	1215.67	669.119	585.908	1742.14	862.048	394.315	4941.11	2132.85	4994.66	2240.52	1755.7	573.992	957.964	2243.46	2275.38	172.381	1154.81	650.345	2439.46	2165.66	650.979	276.08	788.105	178.229	1676.34	1242.77	487.506	2574.69	2253.03	1061.78	1663.71	254.255	3701.36	395.24	1763.21	2237.18	582.747	5019.02	2493.77	382.455	262.611	809.201	1019.56	1224.57	1179.38	641.76	1840.73	1840.44	557.71	665.003	3585.5	5686.55	659.958	1532.98	3555.37	576.954	1102.76	411.2	453.686	2533.08	803.299	1513.42	1566.33	770.965	808.737	2187.58	684.364	2108.98	4328.38	2382.52	1655.86	1143.85	2234.8	1791.07	388.309	3976.84	1656.75	623.655	1681.53	265.899	4285.9	2862.98	799.447	4132.6	393.382	320.618	4169.08	5792.13	4314.34	1692.56	5648.43	788.027	2485.9	3148.09	2712.35	3191.41	649.687	1265.55	4422.91	1504.73	1519.59	2493.72	660.418	2489.64	1537.13	668.156	266.1	1659.39	3268.65	3580.02	2541.3	1658.28	655.357	2184.27	2952.4	5373.86	1364.81	2570.14	672.061	5115.77	322.738	1256.31	505.377	1545.87	1966.01	623.667	3064.14	1899.31	782.045	2304.97	1792.48	2520.02	595.181	2543.26	2916.01	686.348	666.973	3667.68	1315.52	1671.52	2225.67	5602.91	1087.23	259.32	2587.69	585.543	977.148	673.337	3477.89	2495.55	423.164	2401.81	669.269	1637.3	5258.95	583.897	1691.32	394.041	254.942	1344.27	4318.22	2036.51	3649.06	632.02	5603.77	656.003	2802.59	3522.88	582.44	1762.18	1702.94	2029.02	2616.55	2757.12	1525.51	1733.81	1764.84	384.939	5409.87	1479.02	1594.08	896.713	1517.51	1670.23	1659.94	653.639	1661.94	1751.85	261.479
AHY39788	228.208	1604.1	134.374	1659.28	750.434	2065.76	112.282	989.771	822.854	707.142	497.744	1314.12	389.714	1639.35	308.994	1269.44	1608.5	2117.11	184.84	191.548	219.455	1237.05	317.11	540.815	230.733	183.236	684.303	2944.78	2266.12	916.544	960.604	224.556	869.374	651.565	694.5	167.536	1927.86	1857.5	1370.07	719.568	680.198	818.473	529.747	732.312	1669.08	271.726	1662.12	231.743	2294.64	1261.55	240.49	89.6553	409.871	271.656	707.028	1783.9	335.094	2134.88	2307.8	879.079	2088.24	103.059	1246.52	142.256	681.265	2272.04	796.353	1479.89	1948.42	143.224	89.3406	444.704	611.019	705.875	1615.8	211.847	2164.48	2080.69	523.764	982.695	1859	3649.55	245.719	608.381	1210.85	789.137	503.882	322.752	342.583	686.84	442.335	849.924	598.001	385.121	436.812	2473.86	923.631	2392.33	583.554	2452.45	799.197	517.199	729.329	1117.19	132.446	568.145	2063.29	878.32	2078.29	101.41	2666.92	2296.38	412.621	592.028	161.923	284.188	1791.95	2299.63	1907.36	656.283	2345.19	440.12	714.326	2211.21	1776.59	3082.33	967.982	493.81	2101.47	2102.38	2068.53	743.56	882.756	2174.27	633.558	241.883	90.1088	800.339	2699.28	2404.69	706.76	1991.88	245.124	2390.07	2077.54	2092.23	475.272	2459.71	259.192	4019.71	210.774	1775.86	493.376	606.625	1179.28	492.186	2301.49	1231.32	429.085	1518.9	386.558	727.291	838.422	2779.65	2564.69	922.527	893.324	1284.83	981.363	726.069	731.376	3384.29	1538.41	96.2904	721.599	811.681	757.988	261.75	2891.92	1421.96	206.681	1117.75	262.649	2003.39	1545.67	870.134	725.049	150.454	258.724	477.786	1911.48	2286.23	1838.47	895.352	3273.87	1006.46	2000.39	1223.11	825.625	2192.07	542.54	1191.48	2026.75	2308.12	1877.56	1866.55	694.238	138.308	2072.52	508.238	895.414	494.245	1879.09	825.624	2015.4	236.578	787.937	2067.73	97.7907
AHY39789	146.102	468.214	168.777	242.076	134.261	46.2601	117.255	907.617	139.896	686.525	69.4056	1075.63	488.298	455.298	147.472	320.471	496.318	413.329	152.338	180.418	264.65	1094.29	186.122	525.905	223.626	188.943	728.199	2155.7	9.06407	146.118	970.616	183.847	172.023	757.209	786.477	223.103	572.665	24.2681	380.163	827.734	738.32	159.573	500.775	873.907	11.3219	178.296	198.991	206.124	21.8782	210.112	301.993	63.1395	564.006	157.282	894.835	318.553	404.561	24.1194	160.651	772.559	294.694	95.5467	1103.82	238.471	769.089	133.897	157.876	333.88	5.87993	172.713	74.8435	497.7	448.593	799.204	335.446	199.403	168.436	192.649	598.496	176.408	418.493	487.446	202.991	719.962	99.5212	177.73	41.0443	416.361	426.172	734.899	482.332	795.45	733.031	543.922	494.454	204.986	161.893	220.054	169.846	26.5481	957.319	55.2774	858.559	1147.85	170.126	121.745	250.71	192.942	239.273	117.442	826.727	514.404	517.865	128.138	227.606	371.655	241.26	612.634	267.254	800.328	1859.35	514.933	717.886	18.0188	49.102	26.5952	142.813	44.3563	1077.32	253.617	253.712	705.223	185.995	29.7568	689.318	215.947	72.6183	899.516	26.9562	504.077	748.72	260.902	191.191	219.8	590.966	587.31	47.8224	9.06092	287.631	1552.42	229.156	325.615	573.756	662.589	1031.49	412.551	1152.45	1087.67	563.141	674.128	12.4085	774.126	162.086	423.158	55.9055	130.254	200.292	1074.53	917.445	783.702	847.911	472.326	158.6	121.539	776.68	197.432	735.198	283.373	25.7253	557.779	192.687	65.3319	284.671	278.688	362.265	206.725	849.98	181.253	372.65	20.1206	212.122	153.944	338.282	164.885	462.796	163.811	523.03	64.3325	178.31	140.642	40.2021	296.113	20.8341	5.9693	329.735	86.2027	778.23	187.342	2358.46	32.2212	534.815	503.727	259.063	918.312	243.001	178.676	830.295	181.335	67.0162
AHY39790	567.182	2000.05	903.596	2187.92	1274.35	912.785	788.016	886.348	1284.31	406.533	1628.48	675.245	941.87	2011.25	611.013	1089.43	751.015	958.434	1157.99	1200.73	1538.91	682.848	566.532	1454.28	952.704	1181.71	422.063	849.904	1155.39	1683.23	1338.45	942.99	1377.21	606.252	1237.04	878.917	708.509	1332.48	612.094	456.764	625.961	1260.45	707.982	479.631	1216.66	559.611	2129.01	994.346	1063.14	1574.26	861.514	888.104	875.792	597.592	649.517	2045.63	754.344	1276.83	1675.75	1277.17	1927.78	829.3	679.171	907.563	603.276	1688.53	1332.3	609.214	1026.4	882.8	883.698	872.166	704.32	791.103	1962.9	978.77	1671.74	1698.04	975.544	1862.63	746.752	773.61	997.665	588.824	726.812	1269.75	1739.24	936.798	1356.68	427.386	855.838	1269.95	585.266	848.229	886.267	1431.81	1646.2	300.692	683.25	1144.21	746.37	1691.62	463.588	1289.83	887.468	708.16	1879.87	1631.85	1916.82	807.389	910.914	1208.15	861.873	713.469	903.198	931.643	941.99	729.742	878.501	641.067	785.167	868.609	429.661	1078.37	1254.71	1355.06	1784.2	841.938	847.702	1949.16	1977.11	439.132	1698.28	998.579	578.036	988.33	896.83	761.069	1187.47	1247.66	422.303	1781.29	967.899	1445.72	1136.74	730.91	1052.17	1112.9	899.885	1399.35	1574.01	2039.72	1027.81	572.014	1080.72	1215.15	1045	1174.57	879.162	717.856	528.271	442.869	1341.87	345.904	1026.63	1651.58	1676.06	682.613	1278.17	634.876	469.643	787.746	2045.65	804.272	412.738	1331.07	1282.99	875.657	920.811	1022.09	1148.61	826.14	883.913	1893.14	610.821	1386.19	641.478	878.269	1548.39	1011.2	924.03	442.775	783.488	1596.78	701.3	1858.35	1131.1	662.084	1369.38	1903.24	845.566	1142.46	1332.86	975.916	1838.91	435.923	612.38	897.848	923.09	885.718	1397.99	615.199	1825.15	715.021	1774.95	985.112	745.948	1932.29	891.543
AHY39791	974.185	235.176	292.36	213.992	219.97	1269.61	195.376	575.727	224.832	226.82	489.057	410.961	98.2889	237.701	1015.39	469.703	1037.85	259.673	360.457	362.009	130.448	426.993	1663.31	209.17	292.33	350.833	232.557	207.855	1308.54	133.749	317.927	296.653	192.343	572.971	243.724	328.995	387.528	1018.62	341	273.064	576.186	223.594	100.737	277.592	1359.76	838.796	216.417	298.263	1467.07	274.802	338.721	198.486	427.773	993.734	611.601	490.453	68.4255	1362.29	174.53	203.627	320.029	198.586	415.934	345.785	572.467	174.358	226.729	356.332	1310.24	292.517	188	421.423	103.605	118.033	227.198	298.69	426.139	425.013	73.1553	232.638	417.201	494.152	299.189	597.435	276.944	227.456	435.878	104.169	256.348	233.725	433.653	428.1	595.134	417.434	410.365	289.665	128.241	165.794	297.528	1449.16	396.333	481.954	267.084	236.701	302.252	288.535	324.99	164.318	323.932	201.377	369.944	448.116	425.896	271.76	323.517	118.034	462.159	379.855	483.616	598.532	262.853	422.714	256.953	1454.77	1727.27	1671.31	139.402	631.685	294.572	479.789	478.085	247.954	144.7	1291.31	585.181	297.65	198.763	404.601	1373.8	138.838	221.376	364.102	285.673	317.624	473.82	375.729	343.207	1353.1	363.064	302.635	138.562	508.842	77.4748	585.856	533.943	249.67	201.997	354.527	424.757	1274.37	367.509	249.494	200.204	162.87	1352.14	139.816	143.299	425.396	267.107	640.329	276.128	543.905	185.311	208.402	219.94	226.146	240.944	338.055	1618.07	558.668	350.494	345.473	337.293	339.569	347.885	200.562	633.892	308.793	88.2611	597.735	447.236	150.838	473.299	162.782	540.787	216.911	401.893	296.668	185.704	147.983	443.62	566.799	1478.58	1348.61	279.959	163.692	577.456	297.102	387.226	619.524	283.971	126.683	271.955	388.26	368.659	301.969	393.595	150.452	179.877
AHY39792	123.276	143.854	92.6339	138.453	74.1746	808.928	59.7966	357.454	74.6244	64.2291	322.932	151.598	64.3109	133.416	149.834	419.339	609.308	143.078	170.913	165.319	82.0512	149.955	211.442	130.278	83.5828	163.095	61.6697	92.367	724.214	60.9988	189.698	91.138	56.7254	198.165	151.871	109.376	140.022	718.631	137.205	75.2417	200.891	80.4732	58.409	64.147	981.762	127.951	135.202	94.5327	861.991	132.762	79.3673	57.9585	192.987	186.495	221.418	305.744	40.4237	864.055	87.11	124.079	192.865	63.8308	152.832	97.78	191.854	84.2717	69.4785	134.549	858.193	90.564	62.1591	195.703	67.9576	66.2934	140.29	90.567	195.109	198.946	55.8038	104.536	255.109	168.089	92.0732	206.412	193.612	82.2981	311.788	61.2575	131.403	62.0759	189.052	271.034	210.213	198.014	191.681	137.867	62.1732	111.286	121.323	887.981	172.045	332.892	67.1352	148.024	83.4266	121.46	183.707	62.7164	181.529	63.1293	225.695	150.537	194.134	117.743	105.229	59.5168	122.488	153.081	137.18	210.873	160.542	190.893	60.4277	853.722	1001.62	956.882	63.1197	354.385	158.966	265.185	286.408	56.734	70.4861	724.389	213.245	91.4893	52.4998	171.461	903.572	46.3874	57.6289	204.695	84.0256	133.297	206.704	128.156	194.269	767.744	83.2872	110.05	86.919	296.904	52.7794	209.498	378.607	147.534	58.5004	221.489	193.309	751.734	138.582	57.5069	65.6547	94.8444	781.776	61.3807	67.9204	145.495	173.368	221.574	70.4621	156.736	127.405	63.123	60.7909	76.0724	133.032	83.3152	897.872	479.319	166.271	283.453	81.2384	185.516	133.369	71.5936	224.62	102.904	61.7542	393.207	128.701	65.0484	287.381	62.6242	168.58	111.026	121.311	215.983	64.5751	79.7917	200.99	428.597	1016.08	717.812	146.377	76.3317	187.632	87.7582	134.024	398.486	85.2309	71.6931	142.16	166.628	194.488	86.8809	178.997	81.1395	61.7307
AHY39793	145.263	130.196	72.0584	142.428	42.3568	976.564	60.1004	571.538	41.1663	75.3569	260.015	154.444	84.852	135.193	211.652	626.173	772.455	174.711	102.018	104.94	95.417	141	238.451	177.076	93.8447	113.885	78.1118	156.059	1120.8	48.6981	250.276	94.6283	40.161	228.696	215.96	86.5399	243.35	821.393	180.618	78.1261	224.238	58.7804	79.2342	75.954	1144.44	159.448	140.686	96.1567	1254.39	165.979	100.111	60.1225	184.253	247.311	237.929	279.686	67.9442	1155.48	71.8878	175.644	156.417	60.5526	150.273	78.2898	223.822	71.451	47.2056	185.584	1132.71	78.6583	57.8173	186.093	87.2928	88.1843	141.629	92.4269	136.147	142.644	105.438	72.1351	410.366	299.699	103.985	257.118	271.866	52.1296	267.096	87.8125	172.722	72.7122	183.818	330.673	253.639	184.412	189.861	105.302	49.5585	161.184	192.285	1255.23	161.386	269.282	84.2855	234.801	70.0746	193.106	173.343	45.2599	154.385	57.6185	289.221	292.861	192.99	176.053	88.8419	81.0544	289.662	228.259	297.52	243.044	348.241	187.648	77.6025	1208.05	1280.18	1354.3	46.4559	320.498	209.651	242.141	237.615	73.231	53.3099	1047.5	247.023	96.889	63.2579	165.489	1144.39	64.8163	78.0687	182.303	90.7379	108.687	333.2	181.531	204.581	1157.85	102.951	71.5296	102.456	283.717	96.9244	253.332	471.793	211.9	98.9422	333.778	191.491	943.669	128.431	71.1363	35.6909	156.723	1070.63	48.9904	49.8841	142.955	226.935	227.836	87.1022	295.226	128.462	66.0043	76.9756	46.2484	178.282	100.144	1175.93	877.698	107.145	350.502	103.158	176.455	169.689	39.9433	221.225	83.5196	104.308	328.717	299.315	140.355	370.097	50.41	304.854	74.7188	220.028	318.073	38.1452	69.2841	182.814	598.264	1212.98	1085.1	134.791	152.737	231.173	74.5957	90.7813	350.771	144.666	120.442	138.579	164.751	182.329	94.5636	160.824	63.0118	57.0244
